Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,T-,?Long_accel-,?Lat_accel-,?Jerk-
30,22,19,65,15499,594,296,4,87,0,3,3,0
19,20,17,33,9397,418,1090,26,42,0,2,1,0
13,20,17,110,12953,916,1480,8,84,0,2,3,0
21,19,16,67,17083,659,908,11,73,0,1,2,0
6,28,25,102,20158,316,1609,12,15,0,2,3,2
4,16,13,108,15116,501,744,14,99,0,2,2,0
11,19,16,102,9004,879,1975,20,159,0,0,1,0
26,11,8,71,27967,710,33,17,166,0,0,0,0
18,21,18,78,24966,763,1060,7,79,0,2,3,0
27,22,19,77,6323,495,1806,20,180,0,0,2,0
29,13,10,106,21509,368,697,22,161,0,1,2,0
15,24,21,71,27378,430,799,4,166,0,2,3,0
27,6,3,58,12144,290,964,27,142,1,0,1,0
8,6,3,57,9656,921,972,17,147,1,0,0,0
7,18,15,34,28571,800,1455,9,177,0,0,0,0
8,25,22,82,16752,756,212,11,165,0,2,1,0
11,23,20,94,28079,864,1885,18,179,0,0,1,0
11,13,10,75,23288,366,458,22,55,0,2,3,0
19,19,16,32,24895,489,1482,8,131,0,0,0,0
22,20,17,30,19776,419,106,13,69,0,0,0,0
28,25,22,109,15255,694,1118,5,59,0,3,3,1
10,9,6,31,27114,528,1140,5,138,0,0,0,0
27,16,13,43,6238,720,656,11,164,0,0,0,0
9,24,21,93,12638,463,340,26,100,0,2,3,1
8,20,17,105,14139,466,1966,11,64,0,2,3,1
4,15,12,79,16542,646,1294,26,91,0,0,2,0
16,10,7,107,23600,829,1512,22,164,0,0,1,0
18,14,11,32,24078,423,763,27,164,1,0,0,0
11,12,9,44,7766,389,325,6,115,0,0,0,0
30,24,21,100,22789,959,1369,26,76,0,3,3,1
28,26,23,84,25020,822,32,19,63,0,3,3,1
8,20,17,75,13704,809,1473,20,105,0,0,0,0
12,15,12,78,21895,598,1196,0,98,0,0,3,0
25,15,12,83,18763,535,193,15,125,0,1,2,0
12,19,16,86,25384,380,609,4,24,0,2,3,1
20,28,25,97,15715,606,772,1,100,0,3,3,1
22,15,12,25,28667,832,1847,19,135,1,0,0,0
30,13,10,101,10127,494,1654,3,161,0,1,3,0
22,22,19,66,29475,497,955,4,118,0,2,2,0
6,18,15,36,8050,297,1075,8,179,0,0,0,0
30,19,16,77,16476,649,1384,4,100,0,3,3,0
13,19,16,30,21789,489,1120,6,73,0,0,0,0
20,20,17,105,26835,863,864,28,149,0,0,2,0
8,12,9,56,23104,239,1483,11,54,0,1,2,0
18,20,17,28,21756,943,1569,4,133,0,0,0,0
22,6,3,55,14431,987,263,14,45,1,0,0,0
29,8,5,78,26358,428,1801,2,49,0,1,1,0
9,17,14,29,28151,407,1914,26,90,0,0,0,0
15,28,25,49,22384,539,494,12,87,0,2,1,0
9,26,23,49,8096,584,1936,28,166,1,0,0,0
4,22,19,101,12728,708,362,6,38,0,2,2,0
26,29,26,70,24274,290,1285,25,137,0,1,2,1
20,11,8,92,10186,349,1693,22,3,0,3,3,1
14,23,20,51,28590,379,1610,17,76,0,2,2,0
18,17,14,29,29334,638,187,20,90,0,0,0,0
25,7,4,46,21552,456,208,9,147,0,0,0,0
18,24,21,24,14353,556,806,22,94,0,0,0,0
29,12,9,95,11857,627,1339,14,75,0,2,3,0
14,14,11,49,14566,759,520,26,50,0,1,1,0
19,14,11,45,11938,835,1287,14,61,0,0,0,0
10,25,22,53,28379,792,366,15,84,0,1,0,0
30,24,21,100,7836,279,202,13,51,0,3,3,3
5,26,23,53,22225,732,1026,24,86,0,2,1,0
9,19,16,80,13704,855,678,21,96,0,1,1,0
9,12,9,38,29991,378,827,18,32,0,0,0,0
3,14,11,106,22603,777,1536,10,59,0,1,2,0
19,24,21,40,8476,263,1447,27,151,1,0,0,0
27,29,26,69,11637,888,496,15,14,0,3,3,1
28,26,23,79,18861,678,490,15,94,0,3,3,0
23,28,25,93,22587,315,585,5,160,0,3,3,2
10,16,13,57,11289,997,1815,23,2,0,1,1,0
3,23,20,40,11813,521,1237,4,98,0,0,0,0
20,21,18,54,9755,348,1292,18,103,0,1,2,0
24,11,8,43,27916,509,971,6,110,0,0,0,0
27,29,26,107,29007,698,733,9,164,0,3,3,1
25,25,22,36,11841,788,1164,21,6,0,2,1,1
6,20,17,74,7839,412,1896,5,0,0,2,2,0
21,17,14,87,28985,406,1959,7,113,0,3,3,0
6,11,8,23,17029,732,1353,27,161,1,0,0,0
13,24,21,25,9306,823,154,25,139,1,0,0,0
25,16,13,73,9651,768,1592,15,18,0,2,2,0
24,28,25,72,14290,854,1192,15,103,0,2,3,0
7,25,22,70,7511,706,1245,13,125,0,1,1,1
4,28,25,85,25980,444,1794,11,86,0,2,2,1
6,29,26,59,9052,273,1011,2,74,0,2,2,2
5,12,9,85,7531,265,1999,26,142,0,0,1,0
15,21,18,97,28486,276,819,12,140,0,2,3,2
5,20,17,69,27730,946,263,20,49,0,2,1,0
8,10,7,105,10171,996,1167,7,110,1,0,1,0
17,25,22,66,8371,874,248,14,155,0,0,0,0
28,17,14,53,16772,664,1757,11,107,0,0,0,0
4,27,24,81,9723,362,18,3,109,0,2,2,2
14,10,7,54,28985,626,368,14,90,0,0,0,0
10,26,23,43,23743,963,1577,0,35,0,0,0,0
5,16,13,107,25450,503,147,20,81,0,2,3,0
25,6,3,75,12664,959,1306,14,113,1,0,1,0
23,14,11,72,17588,412,1800,12,69,0,1,3,0
20,7,4,71,13413,439,1767,26,69,0,1,1,0
30,26,23,27,15374,205,598,2,5,0,2,2,1
26,20,17,81,19775,552,25,23,68,0,3,3,0
29,13,10,29,17240,869,945,2,34,0,0,0,0
4,11,8,100,14434,616,44,23,147,0,0,0,0
15,23,20,60,22312,967,1835,27,103,0,0,0,0
8,21,18,82,9671,802,1595,4,48,0,2,2,0
24,10,7,110,12929,967,429,3,127,0,1,2,0
4,16,13,69,17091,270,714,21,57,0,2,2,1
28,7,4,70,8293,581,1578,14,85,1,1,1,1
11,22,19,61,20482,621,1875,11,62,0,2,2,0
16,14,11,82,14030,225,1668,3,159,0,2,2,1
30,27,24,81,6175,902,851,16,159,0,0,2,0
30,9,6,62,28900,462,1039,6,69,0,1,1,0
27,12,9,39,14739,453,1907,23,36,0,1,2,0
29,23,20,75,11254,834,1581,30,73,0,3,3,0
9,25,22,25,11620,262,894,29,128,1,0,0,0
21,8,5,69,27878,795,269,15,71,0,0,1,0
27,7,4,51,6686,598,483,25,134,1,0,0,0
12,20,17,38,20783,687,372,30,142,1,0,0,0
8,18,15,57,12238,230,1338,1,145,0,1,1,1
20,24,21,24,19909,381,1702,11,73,0,0,0,0
19,20,17,104,12064,402,1222,21,64,0,3,3,1
3,15,12,83,14173,576,475,21,49,0,2,2,0
5,27,24,62,10469,573,389,1,98,0,2,2,0
4,27,24,44,16013,672,1644,22,104,0,0,0,0
14,12,9,98,28771,783,1089,21,34,0,1,2,0
12,15,12,38,18291,330,868,1,57,0,0,0,0
28,6,3,76,11609,694,193,27,155,1,0,0,0
6,7,4,96,22990,366,1007,24,126,0,0,0,0
20,8,5,106,15837,611,904,29,180,0,0,1,0
16,28,25,100,14862,656,970,12,120,0,2,3,1
6,30,27,71,24815,572,401,21,89,0,2,2,0
18,23,20,68,18634,707,1979,6,137,0,1,1,0
18,11,8,38,10596,934,66,0,82,0,0,0,0
17,18,15,96,9562,202,1781,14,21,0,3,3,3
22,25,22,56,9337,274,1645,0,146,0,3,2,2
5,11,8,42,27388,348,573,9,116,0,0,0,0
7,10,7,23,14231,254,1517,28,3,0,0,1,0
25,15,12,84,9024,267,1976,15,103,0,2,2,2
13,28,25,96,16270,810,1183,22,78,0,2,3,1
30,7,4,61,12924,856,1723,27,141,1,0,0,0
27,29,26,84,17973,852,234,9,31,0,3,3,1
12,14,11,94,11311,529,837,15,179,0,0,2,0
10,24,21,97,12988,867,1200,12,144,0,2,2,0
24,20,17,73,21817,858,1108,2,32,0,1,2,0
7,7,4,52,22222,302,1806,17,161,0,0,0,0
10,6,3,51,9814,872,1145,22,31,1,0,0,0
8,15,12,25,25648,606,217,18,120,1,0,0,0
22,14,11,62,13417,488,667,28,88,0,0,1,0
17,7,4,90,16764,507,96,25,99,0,0,1,0
10,28,25,97,26512,650,408,12,24,0,2,3,2
29,10,7,39,25076,736,1947,8,50,0,0,0,0
13,8,5,51,27314,781,1914,13,38,0,0,0,0
24,8,5,38,13482,701,1133,17,35,0,0,0,0
30,22,19,24,19522,374,361,8,145,0,0,0,0
20,18,15,80,20260,847,1901,23,125,0,0,0,0
8,8,5,73,28158,220,1267,7,92,0,0,2,0
20,16,13,80,9150,430,1078,10,147,0,0,2,0
12,6,3,86,17619,761,1126,4,160,0,0,0,0
7,6,3,27,24020,786,686,24,81,0,0,0,0
30,7,4,66,23666,805,1202,24,39,0,1,2,0
29,26,23,103,22013,790,19,22,134,0,3,3,0
30,20,17,83,18305,663,1562,4,164,0,3,3,0
19,17,14,79,20973,908,1486,12,93,0,1,2,0
9,17,14,33,29557,579,1061,24,80,0,0,0,0
5,7,4,88,16182,387,216,29,19,0,0,2,0
5,30,27,73,21245,389,1860,15,167,0,1,1,1
12,26,23,94,7425,932,263,17,48,0,2,3,1
18,21,18,88,29015,450,3,23,31,0,3,3,1
3,22,19,23,15771,249,161,27,134,1,0,0,0
11,12,9,48,10357,660,159,4,102,0,0,0,0
18,26,23,96,10370,305,1826,11,149,0,3,3,2
12,7,4,59,23885,812,480,23,93,0,0,0,0
25,17,14,58,26300,345,192,29,22,0,3,3,2
22,16,13,27,27310,621,1918,23,140,1,0,0,0
14,20,17,76,11643,911,1144,30,146,0,0,0,0
6,7,4,86,27537,451,1379,25,53,0,0,2,0
30,20,17,60,13898,399,10,15,107,0,2,2,0
27,24,21,45,26332,390,1176,3,173,0,1,2,0
15,23,20,80,25037,349,1621,26,16,0,3,3,2
24,15,12,110,26799,312,353,4,79,0,3,3,3
9,15,12,67,21208,779,1044,26,173,1,0,0,0
17,27,24,62,16495,475,518,19,101,0,2,2,0
23,29,26,94,10558,516,1608,22,115,0,3,3,1
28,12,9,23,23462,806,898,20,69,0,0,0,0
28,7,4,69,27632,986,154,14,163,0,0,0,0
27,26,23,50,25688,565,1985,30,13,0,3,2,2
14,30,27,23,13620,846,622,20,127,1,0,0,0
13,22,19,31,22955,543,1800,7,159,0,0,0,0
21,10,7,86,29206,339,828,20,98,0,1,2,0
7,10,7,24,16588,603,311,4,113,0,0,0,0
9,16,13,51,19725,558,182,30,66,0,1,1,0
9,29,26,102,22799,913,1801,6,81,0,2,2,1
26,30,27,27,8520,379,846,21,71,0,2,0,0
28,6,3,65,15978,473,29,13,159,0,0,1,0
26,8,5,35,7876,421,857,14,12,0,1,1,0
3,12,9,51,24393,751,1080,12,144,0,0,0,0
19,30,27,33,20689,672,1736,13,88,0,0,0,0
13,14,11,99,17359,232,343,8,1,0,3,3,2
6,9,6,75,21328,405,240,13,167,0,0,0,0
11,16,13,87,15951,326,1339,16,30,0,2,3,1
19,18,15,71,25194,663,459,30,121,0,0,0,0
22,20,17,99,14579,205,858,16,26,0,3,3,3
5,28,25,38,22480,394,1813,28,11,0,2,1,2
10,11,8,108,14415,926,64,14,123,0,0,0,0
30,11,8,34,24613,580,212,17,99,0,0,0,0
27,19,16,33,12275,811,878,23,12,0,2,1,0
4,17,14,59,15280,667,330,7,10,0,1,1,0
20,15,12,43,26065,502,1669,25,135,1,0,0,0
28,10,7,43,11718,465,879,29,159,1,0,0,0
3,24,21,28,22830,563,1857,16,168,1,0,0,0
25,27,24,109,13998,834,1986,21,171,0,2,2,0
22,20,17,54,18806,787,312,18,159,0,0,0,0
16,13,10,73,8076,920,1540,18,76,1,0,1,1
29,21,18,23,17870,574,343,20,70,0,0,0,0
16,21,18,92,25346,250,589,17,140,0,1,2,2
22,18,15,70,13920,969,979,16,55,0,1,2,0
27,11,8,45,11741,638,1483,23,31,0,1,2,0
14,7,4,105,15339,598,1962,6,35,0,0,2,0
9,27,24,92,15785,602,1629,7,0,0,2,3,1
23,7,4,58,6182,864,488,2,101,1,0,0,0
9,22,19,86,25901,480,1810,18,18,0,2,3,1
21,26,23,43,22503,484,1869,6,141,0,0,0,0
13,18,15,61,17554,300,1439,3,86,0,1,2,0
27,30,27,29,15275,749,1879,6,18,0,1,0,0
28,21,18,27,9176,712,397,22,15,0,2,1,0
18,27,24,97,6083,894,1619,29,135,0,1,2,0
24,15,12,50,7368,626,371,0,140,0,0,0,0
5,17,14,84,17976,411,1049,24,180,0,0,1,0
26,29,26,79,26149,651,1960,14,8,0,3,3,2
27,26,23,41,8318,590,1762,29,175,1,1,0,0
29,14,11,63,6509,765,485,10,47,0,1,2,0
26,6,3,25,25135,527,399,16,130,1,0,0,0
30,21,18,100,24798,334,670,30,71,0,3,3,3
14,23,20,72,11454,652,1507,13,83,0,2,3,0
18,24,21,34,12148,581,1002,9,92,0,0,0,0
19,7,4,98,9157,791,124,18,6,1,1,2,0
21,19,16,77,20140,323,1117,4,125,0,3,3,1
28,27,24,109,27631,526,1195,2,17,0,3,3,2
28,21,18,50,19132,709,990,23,9,0,3,2,1
10,25,22,22,27660,605,901,11,34,0,1,0,0
22,7,4,106,10685,685,1075,12,113,0,1,1,1
18,18,15,93,6880,875,259,28,136,0,0,0,0
20,18,15,57,6498,716,1865,29,117,0,0,0,0
8,8,5,54,14360,722,1295,11,95,0,0,0,0
30,22,19,33,9219,526,1441,23,53,0,3,1,0
20,15,12,53,16150,389,1131,19,60,0,1,3,0
3,22,19,82,13600,886,1566,16,82,1,2,2,0
24,12,9,80,29199,904,1759,20,67,0,2,2,0
5,18,15,41,24919,214,375,19,43,0,2,2,1
27,20,17,88,29104,973,155,29,109,0,0,1,0
10,20,17,90,9474,729,322,24,85,0,2,3,0
10,26,23,61,28391,858,1162,11,104,0,1,0,0
8,21,18,86,10113,363,403,29,34,0,2,3,2
13,18,15,95,14160,494,183,0,117,0,2,3,0
16,10,7,81,20966,571,255,21,151,0,0,0,0
9,12,9,72,18065,707,383,6,71,0,0,0,0
27,11,8,25,11401,952,1221,7,80,0,0,0,0
24,15,12,90,11450,799,756,19,59,0,2,3,0
28,8,5,27,11800,913,853,27,11,0,1,1,0
30,7,4,27,21437,205,881,12,49,0,1,1,0
26,7,4,105,20644,235,709,10,155,0,1,2,1
29,11,8,38,8216,911,1290,28,89,0,0,0,0
13,24,21,90,8677,889,494,18,112,0,2,2,0
15,13,10,105,15085,683,1957,20,44,0,3,3,0
27,14,11,91,29018,767,1313,6,125,0,1,2,0
10,12,9,61,7743,491,119,19,113,0,0,0,0
9,26,23,73,25797,625,457,5,89,0,2,2,0
8,19,16,85,16602,585,1222,19,90,0,2,2,0
13,14,11,28,24591,618,463,15,79,0,0,0,0
22,28,25,23,23658,765,1423,14,120,0,0,0,0
11,18,15,24,23494,546,956,27,135,1,0,0,0
21,29,26,103,23014,953,337,8,19,0,3,3,1
16,6,3,57,23436,816,1771,2,87,0,0,0,0
18,15,12,107,18540,317,551,8,145,0,3,3,1
3,25,22,43,11103,746,435,15,64,1,1,1,0
22,28,25,69,11628,320,699,28,119,0,1,2,1
28,26,23,23,21652,969,94,15,106,0,0,0,0
22,26,23,56,28505,686,108,17,5,0,3,2,1
19,22,19,36,8135,254,1790,10,138,0,0,1,0
23,11,8,40,28732,306,621,25,76,0,1,1,0
3,11,8,100,23352,236,22,23,20,0,2,3,2
27,26,23,37,9191,876,1966,0,106,0,0,0,0
22,16,13,45,24025,298,1028,13,113,0,0,2,0
27,26,23,35,7155,351,731,11,165,0,0,0,0
21,30,27,23,6010,564,1038,6,66,0,0,0,0
11,12,9,43,21577,481,1764,16,94,0,0,0,0
27,14,11,106,27032,774,155,3,19,0,2,3,0
19,21,18,58,20271,717,307,3,123,0,0,0,0
20,12,9,106,27103,651,1388,8,77,0,2,3,0
8,20,17,53,9643,702,1258,0,84,0,0,0,0
9,14,11,83,23058,610,512,1,59,0,0,2,0
8,10,7,46,12539,892,1175,7,165,1,0,0,0
7,20,17,64,12550,955,105,0,63,0,1,0,0
18,24,21,37,26300,693,1655,3,35,0,0,0,0
24,15,12,94,11612,464,682,17,112,0,2,2,0
19,30,27,91,16575,650,1866,1,87,0,2,3,1
7,9,6,24,10343,210,1930,7,57,0,0,0,0
13,13,10,81,13928,650,886,26,169,0,0,0,0
11,9,6,36,6998,704,690,25,58,1,0,0,0
12,24,21,78,24332,979,1515,23,26,0,2,2,1
4,11,8,110,20966,336,1473,25,144,0,0,1,0
16,28,25,43,17287,529,91,7,171,0,0,0,0
26,8,5,38,14891,686,1178,10,132,0,0,0,0
4,14,11,106,20449,982,766,0,129,0,1,1,0
12,14,11,86,28832,757,1200,28,119,0,0,0,0
20,14,11,83,10601,695,96,17,56,0,2,2,0
17,29,26,38,18493,422,449,4,130,0,1,0,0
24,11,8,52,27472,758,1310,13,0,0,0,2,0
12,8,5,22,16090,665,1448,4,104,0,0,0,0
13,8,5,38,28874,618,697,16,80,0,0,0,0
23,10,7,81,16615,581,1525,14,7,0,1,2,0
8,20,17,107,18181,787,1028,7,135,0,2,2,0
9,15,12,32,6342,512,1772,1,68,0,0,0,0
19,27,24,62,7350,694,1537,9,92,0,2,2,0
6,20,17,91,22614,872,1162,25,85,0,2,2,0
6,22,19,55,28518,442,1132,24,6,0,2,2,2
26,17,14,104,6544,577,248,1,146,0,3,3,0
18,24,21,75,24365,978,1703,23,25,0,2,3,1
12,7,4,38,6796,558,977,12,144,1,0,0,0
29,19,16,46,8322,741,524,7,156,0,0,0,0
7,23,20,51,6819,708,1672,27,2,1,2,1,1
7,30,27,52,24660,805,1219,14,95,0,2,0,0
16,14,11,29,21753,481,1423,17,33,0,0,0,0
4,27,24,83,13714,307,70,27,38,0,2,3,2
20,10,7,65,8253,410,721,16,58,0,1,1,0
5,28,25,39,28955,941,788,0,87,0,0,0,0
28,9,6,66,21016,506,1393,27,73,0,1,1,0
12,22,19,55,16673,610,901,5,104,0,0,0,0
4,12,9,87,22145,493,1820,11,73,0,0,2,0
4,23,20,57,7558,971,1228,28,163,1,0,0,0
15,24,21,82,26581,845,606,0,127,0,2,3,0
5,6,3,23,20022,272,1696,7,94,0,0,0,0
8,13,10,102,20126,465,953,6,114,0,2,3,0
23,13,10,27,17225,388,971,6,96,0,0,0,0
8,27,24,100,11099,233,1325,1,64,0,2,3,2
15,14,11,35,18642,514,1409,6,29,0,0,0,0
21,8,5,86,15296,719,1570,29,94,0,0,1,0
27,7,4,67,11408,438,1006,5,40,0,1,1,0
23,22,19,28,6580,928,484,22,126,1,0,0,0
19,8,5,30,18781,595,420,24,128,1,0,0,0
15,30,27,48,22717,390,381,21,92,0,2,1,0
12,30,27,63,26295,564,1003,19,5,0,2,3,2
19,26,23,23,24872,678,1118,28,157,1,1,0,0
26,23,20,57,29903,531,1473,24,17,0,3,3,1
20,7,4,76,23206,980,1094,16,155,0,0,0,0
27,12,9,25,22415,237,549,17,134,1,0,0,0
16,18,15,42,16606,491,374,19,119,0,0,0,0
7,25,22,106,11403,745,1226,4,70,0,2,2,1
21,9,6,41,20440,858,559,18,32,0,0,0,0
5,29,26,104,13760,471,1778,30,41,0,2,3,2
8,25,22,35,14138,477,1834,6,73,0,0,0,0
7,27,24,74,27344,881,139,28,69,0,2,2,1
24,19,16,85,22647,434,1074,12,111,0,3,3,0
11,9,6,89,16906,342,601,23,142,0,0,2,0
11,9,6,102,17205,632,1393,4,77,0,0,2,0
12,7,4,68,6455,300,1595,12,113,0,0,1,0
6,9,6,45,9723,847,196,28,149,1,0,0,0
25,12,9,101,26353,337,970,14,176,0,1,2,0
24,26,23,100,17366,242,1261,27,35,0,3,3,3
7,26,23,33,19817,540,332,27,50,0,2,1,0
20,12,9,40,20322,537,804,8,46,0,0,0,0
22,29,26,72,18917,343,623,15,28,0,3,3,2
13,17,14,66,26346,443,950,11,140,0,0,1,0
9,15,12,102,15212,656,188,7,101,0,1,3,0
21,15,12,70,12546,363,408,27,113,0,0,2,0
20,10,7,42,12752,825,1115,25,36,0,0,1,0
14,8,5,22,11407,319,948,26,179,1,0,0,0
13,14,11,107,27100,359,1985,7,41,0,3,3,1
16,24,21,105,17001,600,50,28,140,0,1,2,0
15,20,17,71,23723,645,249,12,130,0,0,1,0
30,11,8,67,16244,607,1012,0,78,0,1,1,0
16,27,24,66,7534,570,912,10,100,0,2,3,0
16,11,8,98,25830,952,1608,1,146,0,0,2,0
6,30,27,97,27339,716,1325,10,105,0,2,2,1
8,26,23,41,22200,206,1400,5,73,0,1,1,2
13,9,6,81,29965,709,1115,4,144,0,0,0,0
8,23,20,50,10749,256,1499,2,159,0,1,1,1
4,11,8,58,11439,600,214,17,32,1,0,1,0
5,19,16,74,12726,414,1811,30,80,0,2,2,0
29,24,21,39,25947,525,1175,11,72,0,0,0,0
27,22,19,99,13241,768,49,21,45,0,3,3,1
25,27,24,77,8815,437,669,0,140,0,3,3,1
19,24,21,49,8129,740,985,3,56,0,1,0,0
21,29,26,35,26118,645,55,6,138,0,0,0,0
17,10,7,91,8604,796,634,23,65,1,0,2,1
10,26,23,89,22431,975,890,11,114,0,2,2,0
7,15,12,56,7448,933,991,7,120,1,0,0,0
7,23,20,34,15876,738,1755,26,77,0,0,0,0
12,15,12,82,13680,998,1976,3,42,0,1,1,0
5,9,6,89,17554,768,1571,14,99,0,0,0,0
30,8,5,104,18274,292,1998,24,123,0,1,2,1
3,9,6,55,27821,234,1666,21,58,0,0,1,0
29,16,13,30,9413,719,1870,19,51,0,0,0,0
26,6,3,109,10771,946,870,15,65,1,1,2,0
8,26,23,31,6939,810,712,1,154,1,0,0,0
26,29,26,96,22966,454,1963,13,71,0,3,3,2
13,11,8,100,17729,405,730,23,56,0,3,3,0
20,28,25,53,16661,976,1244,20,129,0,0,0,0
29,26,23,25,26822,336,786,21,109,0,0,0,0
19,21,18,45,26247,862,1913,17,102,0,0,0,0
6,24,21,108,15804,826,348,11,31,0,2,2,1
3,22,19,103,29557,631,294,10,142,0,2,2,0
4,30,27,66,24391,378,1313,24,45,0,2,2,2
23,26,23,23,14706,683,348,8,91,0,0,0,0
17,6,3,56,23304,453,1913,2,170,0,0,0,0
7,6,3,46,25419,954,1074,29,162,1,0,0,0
7,27,24,67,21554,700,1527,22,53,0,2,2,1
8,6,3,68,26234,586,1491,13,29,0,0,0,0
20,8,5,102,23833,377,901,10,176,0,1,2,0
4,21,18,54,10912,512,822,4,58,0,2,1,0
5,17,14,48,13051,794,1443,19,20,0,1,1,0
21,20,17,37,10786,920,18,30,50,0,1,1,0
19,30,27,92,21651,780,1514,14,42,0,3,3,2
24,18,15,25,18582,959,1370,28,10,0,1,1,0
3,6,3,96,14890,882,1994,26,66,1,0,1,0
30,8,5,63,7753,821,1693,10,124,1,0,1,0
10,30,27,80,9555,766,1517,21,143,0,1,1,0
10,30,27,56,13387,555,1071,22,179,1,0,0,0
15,16,13,50,19619,557,1709,24,18,0,2,2,0
15,19,16,60,24363,398,331,11,38,0,2,3,0
21,21,18,63,20758,349,1294,11,113,0,1,2,0
8,17,14,50,16862,816,401,10,174,0,0,0,0
18,15,12,109,8131,679,1374,7,146,0,1,3,0
18,14,11,31,20035,514,1158,20,2,0,1,1,0
14,30,27,30,24496,778,1140,8,122,0,0,0,0
5,12,9,87,11547,382,862,19,95,0,0,1,0
4,22,19,70,29167,605,115,28,23,0,2,2,1
11,23,20,87,26921,577,1653,15,155,0,1,1,0
23,13,10,50,18592,526,774,15,99,0,0,0,0
6,18,15,32,16371,364,544,8,92,0,0,0,0
26,9,6,50,19170,410,527,16,129,0,0,0,0
27,15,12,94,6367,804,3,22,91,0,2,3,0
19,7,4,95,16888,436,431,29,171,0,0,1,0
26,20,17,25,18413,396,212,17,137,1,0,0,0
12,11,8,48,11883,972,968,1,34,0,0,0,0
15,23,20,47,28378,658,352,1,70,0,0,0,0
27,21,18,108,9525,900,114,2,76,0,3,3,0
20,15,12,60,26186,536,390,6,78,0,0,1,0
29,28,25,25,15226,982,1461,28,66,0,1,1,0
27,19,16,29,17185,979,985,8,46,0,0,0,0
4,29,26,29,26223,895,1816,24,64,0,1,1,0
23,26,23,53,16512,838,107,1,172,0,1,0,0
7,6,3,23,8548,889,139,1,75,1,0,0,0
20,29,26,101,10941,308,886,20,171,0,3,2,2
9,7,4,55,24197,233,308,15,140,0,0,0,0
24,27,24,100,29301,857,151,13,84,0,3,3,1
7,26,23,94,6145,946,556,9,4,1,2,2,1
24,8,5,110,14940,732,1685,7,119,0,1,1,0
8,28,25,72,22819,599,1711,26,88,0,2,2,0
9,20,17,74,20298,852,1488,14,133,0,0,0,0
18,6,3,42,28229,825,811,4,64,0,0,0,0
11,16,13,95,17111,354,1541,1,22,0,2,3,1
8,19,16,87,12331,627,1665,25,180,0,0,1,0
17,9,6,39,15130,999,1527,3,154,0,0,0,0
28,29,26,54,11109,821,1668,27,154,1,0,0,0
8,20,17,99,7755,841,659,27,39,1,2,3,1
21,30,27,45,19970,987,385,28,101,0,0,0,0
26,23,20,108,7803,860,1229,18,25,0,3,3,1
15,29,26,67,22460,676,954,8,126,0,2,1,0
18,24,21,61,14686,713,195,28,48,0,2,2,1
17,28,25,74,27834,241,664,20,123,0,2,2,2
16,26,23,35,25170,235,1818,19,179,1,0,0,0
3,23,20,41,6212,529,186,11,116,1,0,0,0
14,14,11,50,29512,707,249,28,1,0,1,1,0
22,19,16,83,23727,994,425,11,140,0,0,1,0
14,25,22,47,27922,758,115,18,73,0,1,1,0
24,6,3,102,15779,991,1554,1,5,1,1,1,0
9,22,19,54,11740,334,756,15,162,0,0,1,0
23,18,15,26,21813,878,1864,1,177,0,0,0,0
25,14,11,54,14410,660,1138,19,3,0,2,2,0
13,28,25,59,10278,901,1870,29,179,1,0,0,0
17,29,26,32,23801,463,54,13,2,0,2,1,0
10,11,8,37,19379,714,1750,28,28,0,0,1,0
18,25,22,66,6673,366,199,23,9,0,3,3,2
30,20,17,68,27135,738,278,28,46,0,3,2,1
6,14,11,72,22055,931,1364,3,75,0,0,0,0
22,14,11,48,13446,387,1580,25,148,1,0,0,0
6,10,7,23,6394,961,567,3,132,1,0,0,0
13,24,21,50,19355,678,1255,11,16,0,2,1,0
13,16,13,81,22272,463,1610,19,169,0,0,1,0
30,16,13,109,19153,988,344,16,150,0,1,2,0
27,13,10,70,14958,209,721,6,22,0,2,3,2
4,25,22,84,12305,345,339,20,137,0,1,1,1
13,7,4,29,10946,405,1652,9,122,0,0,0,0
14,12,9,83,10443,399,915,24,6,0,3,3,0
14,18,15,54,25590,623,1806,26,52,0,2,1,0
6,14,11,69,21071,637,1276,29,139,0,0,0,0
14,23,20,28,10100,819,465,29,101,0,0,0,0
26,7,4,84,27019,994,576,26,136,0,0,1,0
19,22,19,46,29556,729,524,3,17,0,0,0,0
21,17,14,97,23341,324,1413,15,20,0,3,3,2
25,18,15,31,12199,666,402,4,89,0,0,0,0
25,13,10,71,29789,524,234,24,87,0,1,1,0
20,7,4,66,27138,937,273,22,22,0,0,2,0
16,23,20,72,27284,658,93,27,66,0,2,3,0
26,25,22,25,6854,524,1196,24,43,0,3,1,0
12,12,9,43,8313,646,952,15,132,0,0,0,0
8,20,17,108,27930,529,1048,9,60,0,2,3,1
4,23,20,33,19366,571,637,25,58,0,2,1,0
18,26,23,97,17114,727,1394,1,120,0,2,3,0
27,22,19,102,27796,239,1506,16,114,0,3,3,3
30,16,13,103,13426,311,979,3,93,0,3,3,3
16,25,22,61,15291,435,1073,14,133,0,1,1,0
27,29,26,42,18034,598,15,1,119,0,1,0,0
13,8,5,54,10661,476,188,11,86,0,0,0,0
7,28,25,51,12098,970,296,2,88,0,1,0,0
